clause#;word#;passage;link;verb;stem;phr1#;phr1_txt;phr1_function;phr1_corr;phr2#;phr2_txt;phr2_function;phr2_corr;phr3#;phr3_txt;phr3_function;phr3_corr;phr4#;phr4_txt;phr4_function;phr4_corr;phr5#;phr5_txt;phr5_function;phr5_corr;phr6#;phr6_txt;phr6_function;phr6_corr;phr7#;phr7_txt;phr7_function;phr7_corr;phr8#;phr8_txt;phr8_function;phr8_corr;phr9#;phr9_txt;phr9_function;phr9_corr
493520;325684;Psalms 88:16;link;N#>TJ ;qal;799516;N#>TJ ;Pred;;799517;>MJK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493552;325807;Psalms 89:10;link;#W> ;qal;799598;B#W> ;Pred;;799599;GLJW ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493655;326185;Psalms 89:51;link;#>TJ ;qal;799871;#>TJ ;PreO;;799872;BXJQJ ;Cmpl;;799873;KL&RBJM <MJM00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
493745;326501;Psalms 91:12;link;J#>WNK ;qal;800083;<L&KPJM ;Cmpl;;800084;J#>WNK ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493808;326716;Psalms 93:3;link;N#>W ;qal;800232;N#>W ;Pred;;800233;NHRWT ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493810;326719;Psalms 93:3;link;N#>W ;qal;800235;N#>W ;Pred;;800236;NHRWT ;Subj;;800237;QWLM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
493811;326722;Psalms 93:3;link;J#>W ;qal;800238;J#>W ;Pred;;800239;NHRWT ;Subj;;800240;DKJM00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
493821;326754;Psalms 94:2;link;HN#> ;nif;800259;HN#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493930;327145;Psalms 96:8;link;#>W&;qal;800537;#>W&;Pred;;800538;MNXH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
494034;327532;Psalms 99:8;link;N#> ;qal;800779;*>L N#> ;PreC;;800780;*HJJT ;Pred;;800781;LHM ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
494113;327812;Psalms 102:11;link;N#>TNJ ;qal;800968;KJ ;Conj;;800969;N#>TNJ ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
494493;329200;Psalms 106:26;link;J#> ;qal;801921;W;Conj;;801922;J#> ;Pred;;801923;JDW ;Objc;;801924;LHM ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;
494954;330975;Psalms 116:13;link;>#> ;qal;803101;KWS&J#W<WT ;Objc;;803102;>#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495157;331658;Psalms 119:48;link;>#>&;qal;803591;W;Conj;;803592;>#>&;Pred;;803593;KPJ ;Objc;;803594;>L&MYWTJK ;Cmpl;;;;;;;;;;;;;;;;;;;;;
495482;332707;Psalms 121:1;link;>#> ;qal;804396;>#> ;Pred;;804397;<JNJ ;Objc;;804398;>L&HHRJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
495521;332858;Psalms 123:1;link;N#>TJ ;qal;804492;>LJK ;Cmpl;;804493;N#>TJ ;Pred;;804494;>T&<JNJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
495585;333108;Psalms 126:6;link;N#> ;qal;804655;N#> ;PreC;;804656;M#K&HZR< ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495587;333116;Psalms 126:6;link;N#> ;qal;804660;N#> ;PreC;;804661;>LMTJW00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495734;333663;Psalms 134:2;link;#>W&;qal;805028;#>W&;Pred;;805029;JDKM ;Objc;;805030;QD# ;Adju;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;
495928;334403;Psalms 139:9;link;>#> ;qal;805511;>#> ;Pred;;805512;KNPJ&#XR ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495965;334519;Psalms 139:20;link;N#> ;qal;805604;N#> ;PreC;;805605;L#W> ;Adju;;805606;<RJK00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
496118;335005;Psalms 143:8;link;N#>TJ ;qal;805956;KJ&;Conj;;805957;>LJK ;Cmpl;;805958;N#>TJ ;Pred;;805959;NP#J00;Objc;;;;;;;;;;;;;;;;;;;;;
496556;336772;Job 2:12;link;J#>W ;qal;807092;W;Conj;;807093;J#>W ;Pred;;807094;>T&<JNJHM ;Objc;;807095;MRXWQ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
496558;336781;Job 2:12;link;J#>W ;qal;807099;W;Conj;;807100;J#>W ;Pred;;807101;QWLM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
496770;337575;Job 6:2;link;J#>W&;qal;807701;W;Conj;;807702;HWTJ ;Objc;;807703;BM>ZNJM ;Adju;;807704;J#>W&;Pred;;807705;JXD00;Modi;;;;;;;;;;;;;;;;;
496890;337964;Job 7:13;link;J#> ;qal;808022;J#> ;Pred;;808023;B#JXJ ;Cmpl;Adju;808024;M#KBJ00;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
496912;338039;Job 7:21;link;T#> ;qal;808081;W;Conj;;808082;MH ;Ques;;808083;L>&;Nega;;808084;T#> ;Pred;;808085;P#<J ;Objc;;;;;;;;;;;;;;;;;
497110;338714;Job 10:15;link;>#> ;qal;808624;L>&;Nega;;808625;>#> ;Pred;;808626;R>#J ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
497175;338935;Job 11:15;link;T#> ;qal;808805;KJ&;Conj;;808806;>Z ;Modi;;808807;T#> ;Pred;;808808;PNJK ;Objc;;808809;MMWM ;Cmpl;;;;;;;;;;;;;;;;;
497279;339307;Job 13:8;link;T#>WN ;qal;809085;H;Ques;;809086;PNJW ;Objc;;809087;T#>WN ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
497286;339333;Job 13:10;link;T#>WN00;qal;809104;>M&;Conj;;809105;BSTR ;Adju;;809106;PNJM ;Objc;;809107;T#>WN00;Pred;;;;;;;;;;;;;;;;;;;;;
497295;339361;Job 13:14;link;>#> ;qal;809130;<L&MH ;Adju;;809131;>#> ;Pred;;809132;B#RJ ;Objc;;809133;B#NJ ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;
497801;341175;Job 21:3;link;#>WNJ ;qal;810553;#>WNJ ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
497829;341255;Job 21:12;link;J#>W ;qal;810624;J#>W ;Pred;;810625;KTP WKNWR ;Adju;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;
497907;341550;Job 22:8;link;N#W> ;qal;810855;W;Conj;;810856;*N#W> PNJM ;Subj;;810857;*J#B ;Pred;;810858;BH00;Cmpl;;;;;;;;;;;;;;;;;;;;;
497951;341712;Job 22:26;link;T#> ;qal;810994;W;Conj;;810995;T#> ;Pred;;810996;>L&>LWH ;Cmpl;;810997;PNJK00;Objc;;;;;;;;;;;;;;;;;;;;;
498036;342000;Job 24:10;link;N#>W ;qal;811222;W;Conj;;811223;R<BJM ;Subj;;811224;N#>W ;Pred;;811225;<MR00;Objc;;;;;;;;;;;;;;;;;;;;;
498129;342361;Job 27:1;link;#>T ;qal;811496;#>T ;Pred;;811497;M#LW ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
498183;342546;Job 27:21;link;J#>HW ;qal;811649;J#>HW ;PreO;;811650;QDJM ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
498262;342858;Job 29:1;link;#>T ;qal;811874;#>T ;Pred;;811875;M#LW ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
498381;343290;Job 30:22;link;T#>NJ ;qal;812193;T#>NJ ;PreO;;812194;>L&RWX ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
498493;343752;Job 31:36;link;>#>NW ;qal;812540;>M&;Conj;;812541;L> ;Nega;;812542;<L&#KMJ ;Cmpl;;812543;>#>NW ;PreO;;;;;;;;;;;;;;;;;;;;;
498568;344016;Job 32:21;link;>#> ;qal;812748;>L&;Nega;;812749;N> ;Intj;;812750;>#> ;Pred;;812751;PNJ&>J# ;Objc;;;;;;;;;;;;;;;;;;;;;
498572;344030;Job 32:22;link;J#>NJ ;qal;812760;KM<V ;Adju;;812761;J#>NJ ;PreO;;812762;<#NJ00;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
498713;344516;Job 34:19;link;N#> ;qal;813130;>#R ;Rela;;813131;L>&;Nega;;813132;N#> ;Pred;;813133;PNJ #RJM ;Objc;;;;;;;;;;;;;;;;;;;;;
498745;344650;Job 34:31;link;N#>TJ ;qal;813229;N#>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
498816;344885;Job 36:3;link;>#> ;qal;813422;>#> ;Pred;;813423;D<J ;Objc;;813424;LMRXWQ ;Adju;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;
499182;346277;Job 40:20;link;J#>W&;qal;814448;KJ&;Conj;;814449;BWL ;Objc;;814450;HRJM ;Subj;;814451;J#>W&;Pred;;814452;LW ;Cmpl;;;;;;;;;;;;;;;;;
499300;346721;Job 42:8;link;>#> ;qal;814769;KJ >M&;Conj;;814770;PNJW ;Objc;;814771;>#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
499306;346755;Job 42:9;link;J#> ;qal;814790;W;Conj;;814791;J#> ;Pred;;814792;JHWH ;Subj;;814793;>T&PNJ >JWB00;Objc;;;;;;;;;;;;;;;;;;;;;
499775;348563;Proverbs 6:35;link;J#> ;qal;816055;L>&;Nega;;816056;J#> ;Pred;;816057;PNJ KL&KPR ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
499971;349267;Proverbs 9:12;link;T#>00;qal;816537;LBDK ;Adju;;816538;T#>00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
500607;351640;Proverbs 18:5;link;#>T ;qal;818203;#>T ;Pred;;818204;PNJ&R#< ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
500631;351735;Proverbs 18:14;link;J#>NH00;qal;818266;MJ ;Subj;;818267;J#>NH00;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
500703;352002;Proverbs 19:18;link;T#> ;qal;818458;W;Conj;;818460;>L&;Nega;;818461;T#> ;Pred;;818462;NP#K00;Objc;;;;;;;;;;;;;;;;;;;;;
500705;352006;Proverbs 19:19;link;N#> ;qal;818463;GDL&XMH ;Subj;;818464;N#> ;PreC;;818465;<N# ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
501568;355256;Proverbs 30:13;link;JN#>W00;nif;820709;W;Conj;;820710;<P<PJW ;Subj;;820711;JN#>W00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
501606;355365;Proverbs 30:21;link;#>T00;qal;820784;#>T00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
501637;355461;Proverbs 30:32;link;HTN#> ;hit;820852;BHTN#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
501739;355848;Ruth 1:4;link;J#>W ;qal;821118;W;Conj;;821119;J#>W ;Pred;;821120;LHM ;Cmpl;Adju;821121;N#JM M>BJWT ;Objc;;;;;;;;;;;;;;;;;;;;;
501765;355967;Ruth 1:9;link;T#>NH ;qal;821194;W;Conj;;821195;T#>NH ;Pred;;821196;QWLN ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
501791;356049;Ruth 1:14;link;T#NH ;qal;821264;W;Conj;;821265;T#NH ;Pred;;821266;QWLN ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
501937;356608;Ruth 2:18;link;T#> ;qal;821674;W;Conj;;821675;T#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
502454;358551;Song_of_songs 5:7;link;N#>W ;qal;822984;N#>W ;Pred;;822985;>T&RDJDJ ;Objc;;822986;M<LJ ;Cmpl;;822987;#MRJ HXMWT00;Subj;;;;;;;;;;;;;;;;;;;;;
503110;361109;Ecclesiastes 5:14;link;J#> ;qal;824607;W;Conj;;824608;M>WMH ;Objc;;824609;L>&;Nega;;824610;J#> ;Pred;;824611;B<MLW ;Adju;;;;;;;;;;;;;;;;;
503134;361204;Ecclesiastes 5:18;link;#>T ;qal;824672;W;Conj;;824673;L#>T ;Pred;;824674;>T&XLQW ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
503869;364364;Lamentations 2:19;link;#>J ;qal;826756;#>J ;Pred;;826757;>LJW ;Cmpl;;826758;KPJK ;Objc;;826759;<L&NP# <WLLJK ;Adju;;;;;;;;;;;;;;;;;;;;;
503943;364639;Lamentations 3:27;link;J#> ;qal;826938;KJ&;Conj;;826939;J#> ;Pred;;826940;<L ;Objc;;826941;BN<WRJW00;Adju;Time;;;;;;;;;;;;;;;;;;;;
503969;364743;Lamentations 3:41;link;N#> ;qal;827012;N#> ;Pred;;827013;LBBNW ;Objc;;827014;>L&KPJM ;Adju;Cmpl;827015;>L&>L B#MJM00;Cmpl;;;;;;;;;;;;;;;;;;;;;
504083;365170;Lamentations 4:16;link;N#>W ;qal;827289;PNJ KHNJM ;Objc;;827290;L> ;Nega;;827291;N#>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
504143;365360;Lamentations 5:13;link;N#>W ;qal;827430;BXWRJM ;Subj;;827431;VXWN ;Objc;;827432;N#>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
504269;366217;Esther 2:9;link;T#> ;qal;827821;W;Conj;;827822;T#> ;Pred;;827823;XSD ;Objc;;827824;LPNJW ;Cmpl;;;;;;;;;;;;;;;;;;;;;
504303;366443;Esther 2:15;link;N#>T ;qal;827929;W;Conj;;827930;THJ ;Pred;;827931;>STR ;Subj;;827932;N#>T ;PreC;;827933;XN ;Objc;;827934;B<JNJ KL&R>JH00;Cmpl;;;;;;;;;;;;;
504307;366483;Esther 2:17;link;T#>&;qal;827949;W;Conj;;827950;T#>&;Pred;;827951;XN WXSD ;Objc;;827952;LPNJW ;Cmpl;;827953;MKL&HBTWLT ;Adju;;;;;;;;;;;;;;;;;
504331;366658;Esther 3:1;link;JN#>HW ;piel;828038;W;Conj;;828039;JN#>HW ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
504498;367580;Esther 5:2;link;N#>H ;qal;828526;N#>H ;Pred;;828527;XN ;Objc;;828528;B<JNJW ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
504545;367815;Esther 5:11;link;N#>W ;piel;828669;W;Conj;;828670;>T >#R ;Rela;;828671;N#>W ;PreO;;828672;<L&H#RJM W<BDJ HMLK00;Cmpl;;;;;;;;;;;;;;;;;;;;;
504783;369257;Esther 9:3;link;MN#>JM ;piel;829410;W;Conj;;829411;KL&#RJ HMDJNWT WH>X#DRPNJM WHPXWT W<#J HML>KH ;Subj;;829414;MN#>JM ;PreC;;829415;>T&HJHWDJM ;Objc;;;;;;;;;;;;;;;;;;;;;
504955;370406;Daniel 1:16;link;N#> ;qal;829957;HMLYR ;Subj;;829958;N#> ;PreC;;829959;>T&PTBGM WJJN M#TJHM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
505142;371243;Daniel 2:35;link;N#> ;peal;830499;W;Conj;;830500;N#> ;Pred;;830501;HMWN ;Objc;;830502;RWX> ;Subj;;;;;;;;;;;;;;;;;;;;;
506007;375205;Daniel 8:3;link;>#> ;qal;833065;W;Conj;;833066;>#> ;Pred;;833067;<JNJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
506280;376513;Daniel 10:5;link;>#> ;qal;833824;W;Conj;;833825;>#> ;Pred;;833826;>T&<JNJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
506426;377158;Daniel 11:12;link;N#> ;nif;834248;W;Conj;;834249;N#> ;Pred;;834250;HHMWN ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
506435;377213;Daniel 11:14;link;JN#>W ;nif;834278;W;Conj;;834279;BNJ PRJYJ <MK ;Subj;;834280;JN#>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
506653;378236;Ezra 1:4;link;JN#>WHW ;piel;834910;JN#>WHW ;PreO;;834911;>N#J MQMW ;Subj;;834912;BKSP WBZHB WBRKW# WBBHMH ;Adju;;834913;<M&HNDBH LBJT H>LHJM ;Adju;;;;;;;;;;;;;;;;;;;;;
506898;379900;Ezra 4:19;link;MTN#>H ;htpa;835566;DJ ;Conj;;835567;QRJT> DK ;Subj;;835568;MN&JWMT <LM> ;Time;;835569;<L&MLKJN ;Cmpl;;835570;MTN#>H ;PreC;;;;;;;;;;;;;;;;;
506984;380341;Ezra 5:15;link;#> ;peal;835832;>L M>NJ> ;Objc;Cmpl;835833;#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
507265;382241;Ezra 8:36;link;N#>W ;piel;836681;W;Conj;;836682;N#>W ;Pred;;836683;>T&H<M W>T&BJT&H>LHJM00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
507270;382296;Ezra 9:2;link;N#>W ;qal;836697;KJ&;Conj;;836698;N#>W ;Pred;;836699;MBNTJHM ;Adju;Cmpl;836700;LHM WLBNJHM ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;
507321;382591;Ezra 9:12;link;T#>W ;qal;836853;W;Conj;;836854;BNTJHM ;Objc;;836855;>L&;Nega;;836856;T#>W ;Pred;;836857;LBNJKM ;Cmpl;Adju;;;;;;;;;;;;;;;;
507454;383392;Ezra 10:44;link;N#>W ;qal;837226;KL&>LH ;Subj;;837227;N#>W ;Pred;;837228;N#JM NKRJWT ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
507513;383714;Nehemiah 2:1;link;>#> ;qal;837400;W;Conj;;837401;>#> ;Pred;;837402;>T&HJJN ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
507774;385255;Nehemiah 4:11;link;N#>JM ;qal;838219;W;Conj;;838220;*HN#>JM BSBL ;Subj;;838221;<M#JM ;PreC;;;;;;;;;;;;;;;;;;;;;;;;;
508253;388090;Nehemiah 9:15;link;N#>T ;qal;839572;>#R&;Rela;;839573;N#>T ;Pred;;839574;>T&JDK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
508729;391110;Nehemiah 13:25;link;T#>W ;qal;840896;W;Conj;;840897;>M&;Conj;;840898;T#>W ;Pred;;840899;MBNTJHM ;Adju;Cmpl;840900;LBNJKM WLKM00;Cmpl;Adju;;;;;;;;;;;;;;;;
509144;393719;1_Chronicles 5:18;link;N#>J ;qal;842074;N#>J ;PreC;;842075;MGN WXRB ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
509544;396753;1_Chronicles 10:4;link;N#> ;qal;843209;W;Conj;;843210;*J>MR ;Pred;;843211;#>WL ;Subj;;843212;*>L&N#> KLJW ;Cmpl;;;;;;;;;;;;;;;;;;;;;
509549;396772;1_Chronicles 10:4;link;N#> ;qal;843224;W;Conj;;843225;L> ;Nega;;843226;*>BH ;Pred;;843227;*N#> KLJW ;Subj;;;;;;;;;;;;;;;;;;;;;
509553;396788;1_Chronicles 10:5;link;N#>&;qal;843238;W;Conj;;843239;*JR> ;Pred;;843240;*N#>&KLJW ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
509573;396867;1_Chronicles 10:9;link;J#>W ;qal;843294;W;Conj;;843295;J#>W ;Pred;;843296;>T&R>#W W>T&KLJW ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
509581;396917;1_Chronicles 10:12;link;J#>W ;qal;843322;W;Conj;;843323;J#>W ;Pred;;843324;>T&GWPT #>WL W>T GWPT BNJW ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
509655;397339;1_Chronicles 11:18;link;J#>W ;qal;843570;W;Conj;;843571;J#>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
509704;397636;1_Chronicles 11:39;link;N#> ;qal;843695;N#> ;PreC;;843696;KLJ JW>B BN&YRWJH00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
509791;398147;1_Chronicles 12:25;link;N#>J ;qal;843910;N#>J ;PreC;;843911;YNH WRMX ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
509888;398783;1_Chronicles 14:2;link;N#>T ;nif;844211;KJ&;Conj;;844212;N#>T ;Pred;;844213;LM<LH ;Cmpl;;844214;MLKWTW ;Subj;;844215;B<BWR <MW J#R>L00;Adju;;;;;;;;;;;;;;;;;
509941;399059;1_Chronicles 15:2;link;#>T ;qal;844386;L> ;Nega;;844387;L#>T ;Pred;;844388;>T&>RWN H>LHJM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
509944;399073;1_Chronicles 15:2;link;#>T ;qal;844395;L#>T ;Pred;;844396;>T&>RWN JHWH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
509973;399254;1_Chronicles 15:15;link;J#>W ;qal;844483;W;Conj;;844484;J#>W ;Pred;;844485;BNJ&HLWJM ;Subj;;844486;>T >RWN H>LHJM ;Objc;;844491;BKTPM ;Adju;Cmpl;844492;BMVWT <LJHM00;Adju;;;;;;;;;;;;;
510001;399494;1_Chronicles 15:26;link;N#>J ;qal;844564;N#>J ;PreC;;844565;>RWN BRJT&JHWH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
510005;399516;1_Chronicles 15:27;link;N#>JM ;qal;844575;H;Rela;;844576;N#>JM ;PreC;;844577;>T&H>RWN ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
510089;399948;1_Chronicles 16:29;link;#>W ;qal;844802;#>W ;Pred;;844803;MNXH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
510272;400807;1_Chronicles 18:2;link;N#>J ;qal;845314;N#>J ;PreC;;845315;MNXH00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
510284;400884;1_Chronicles 18:6;link;N#>J ;qal;845357;N#>J ;PreC;;845358;MNXH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
510302;401006;1_Chronicles 18:11;link;N#> ;qal;845418;>#R ;Rela;;845419;N#> ;Pred;;845420;MKL&HGWJM M>DWM WMMW>B WMBNJ <MWN WMPL#TJM WM<MLQ00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
510515;402122;1_Chronicles 21:16;link;J#> ;qal;846096;W;Conj;;846097;J#> ;Pred;;846098;DWJD ;Subj;;846099;>T&<JNJW ;Objc;;;;;;;;;;;;;;;;;;;;;
510565;402361;1_Chronicles 21:24;link;>#> ;qal;846246;KJ ;Conj;;846247;L>&;Nega;;846248;>#> ;Pred;;846251;LJHWH ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;
510729;403226;1_Chronicles 23:22;link;J#>WM ;qal;846727;W;Conj;;846728;J#>WM ;PreO;;846729;BNJ&QJ# >XJHM00;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
510737;403290;1_Chronicles 23:26;link;#>T ;qal;846753;L#>T ;Pred;;846754;>T&HM#KN W>T&KL&KLJW L<BDTW00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
511023;405238;1_Chronicles 27:23;link;N#> ;qal;847448;W;Conj;;847449;L>&;Nega;;847450;N#> ;Pred;;847451;DWJD ;Subj;;847452;MSPRM ;Objc;;847453;LMBN <#RJM #NH WLMVH ;Cmpl;Adju;;;;;;;;;;;;
511181;406365;1_Chronicles 29:11;link;MTN#> ;hit;847897;W;Conj;;847898;H;Rela;;847899;MTN#> ;PreC;;847900;LKL ;Cmpl;;847901;LR>#00;Cmpl;Adju;;;;;;;;;;;;;;;;
511530;408661;2_Chronicles 5:4;link;J#>W ;qal;848994;W;Conj;;848995;J#>W ;Pred;;848996;HLWJM ;Subj;;848997;>T&H>RWN00;Objc;;;;;;;;;;;;;;;;;;;;;
511948;411042;2_Chronicles 9:1;link;N#>JM ;qal;850268;N#>JM ;PreC;;850269;B#MJM WZHB LRB W>BN JQRH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
512018;411521;2_Chronicles 9:21;link;N#>WT ;qal;850504;N#>WT ;PreC;;850505;ZHB WKSP #NHBJM WQWPJM WTWKJJM00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
512192;412540;2_Chronicles 11:21;link;N#> ;qal;851037;KJ ;Conj;;851038;N#JM #MWNH&<#RH ;Objc;;851039;N#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
512245;412831;2_Chronicles 12:11;link;N#>WM ;qal;851196;W;Conj;;851197;N#>WM ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
512349;413429;2_Chronicles 13:21;link;J#>&;qal;851514;W;Conj;;851515;J#>&;Pred;;851516;LW ;Cmpl;Adju;851517;N#JM >RB< <#RH ;Objc;;;;;;;;;;;;;;;;;;;;;
512382;413615;2_Chronicles 14:7;link;N#> ;qal;851618;N#> ;PreC;;851619;YNH WRMX ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
512385;413627;2_Chronicles 14:7;link;N#>J ;qal;851624;N#>J ;PreC;;851625;MGN ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
512411;413757;2_Chronicles 14:12;link;J#>W ;qal;851698;W;Conj;;851699;J#>W ;Pred;;851700;#LL HRBH M>D00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
512500;414322;2_Chronicles 16:6;link;J#>W ;qal;851970;W;Conj;;851971;J#>W ;Pred;;851972;>T&>BNJ HRMH W>T&<YJH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
513214;418235;2_Chronicles 24:3;link;J#>&;qal;854103;W;Conj;;854104;J#>&;Pred;;854105;LW ;Cmpl;Adju;854106;JHWJD< ;Subj;;854107;N#JM #TJM ;Objc;;;;;;;;;;;;;;;;;
513248;418453;2_Chronicles 24:11;link;J#>HW ;qal;854209;W;Conj;;854210;J#>HW ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
513427;419364;2_Chronicles 25:19;link;N#>K ;qal;854745;W;Conj;;854746;N#>K ;PreO;;854747;LBK ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
513459;419558;2_Chronicles 25:28;link;J#>HW ;qal;854847;W;Conj;;854848;J#>HW ;PreO;;854849;<L&HSWSJM ;Adju;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;
514106;423622;2_Chronicles 32:23;link;JN#> ;nif;856831;W;Conj;;856832;JN#> ;Pred;;856833;L<JNJ KL&HGWJM ;Cmpl;;856834;M>XRJ&KN00;Time;;;;;;;;;;;;;;;;;;;;;
